age,gender,education,marital_status,num_dependents,income,employment_type,employment_years,credit_score,existing_loans,monthly_expenses,savings_balance,previous_defaults,has_co_applicant,loan_amount,loan_term_months,property_value,loan_purpose,loan_approved
41,Male,PhD,Single,1,60202.0,Salaried,6.0,651.0,2,3115.0,,1,1,62597.0,60,106640.0,Home,1
31,Male,High School,Single,2,87472.0,Salaried,5.0,825.0,1,2976.0,21810.0,1,0,166004.0,180,396452.0,Car,1
42,Male,Master,Married,1,40469.0,Business Owner,12.0,808.0,0,2323.0,825.0,1,1,110822.0,180,149234.0,Business,1
27,Female,Master,Single,2,37476.0,Salaried,3.0,686.0,3,1665.0,1064.0,0,0,36753.0,48,82240.0,Home,0
32,Male,Master,Divorced,2,27748.0,Salaried,4.0,776.0,3,1440.0,,2,0,32615.0,120,60218.0,Personal,0
30,Female,Bachelor,Divorced,1,41818.0,Freelancer,3.0,648.0,4,1333.0,1879.0,0,1,27563.0,360,42316.0,Education,0
35,Female,Bachelor,Single,2,60932.0,Business Owner,5.0,565.0,1,3230.0,4980.0,0,0,105373.0,12,258931.0,Home,0
58,Male,Master,Married,0,72821.0,Freelancer,19.0,722.0,0,1929.0,916.0,0,1,194814.0,120,405534.0,Home,1
21,Male,Master,Married,2,64381.0,Salaried,0.0,708.0,0,,1313.0,1,0,119878.0,60,176929.0,Home,0
41,Female,High School,Married,1,30585.0,Salaried,11.0,604.0,2,1494.0,1964.0,0,1,42244.0,48,54588.0,Home,0
21,Female,Master,Married,1,30104.0,Freelancer,1.0,608.0,2,1552.0,2537.0,0,0,83223.0,36,192873.0,Car,0
30,Male,Bachelor,Single,0,72962.0,Business Owner,6.0,755.0,0,3147.0,,0,0,133569.0,24,252065.0,Personal,0
45,Male,Bachelor,Married,1,73570.0,Business Owner,10.0,545.0,0,2590.0,617.0,0,0,215872.0,360,,Personal,0
35,Male,Master,Married,2,44981.0,Self-Employed,3.0,724.0,3,2493.0,3287.0,2,0,106855.0,12,175425.0,Car,0
24,Female,Bachelor,Married,2,33671.0,Freelancer,5.0,654.0,3,2100.0,8639.0,1,0,93549.0,60,155808.0,Business,0
27,Male,Master,Divorced,2,87870.0,Salaried,0.0,724.0,2,3808.0,2745.0,1,1,186352.0,36,403110.0,Business,0
41,Male,Bachelor,Divorced,3,40946.0,Salaried,3.0,759.0,2,3013.0,823.0,0,1,121748.0,24,165280.0,Home,0
27,Female,High School,Married,0,60502.0,Salaried,4.0,610.0,2,2680.0,1801.0,0,0,109724.0,48,185077.0,Personal,0
37,Female,Bachelor,Married,1,38912.0,Business Owner,9.0,588.0,1,1966.0,1378.0,0,0,81773.0,48,91541.0,Home,0
35,Male,High School,Divorced,2,29034.0,Salaried,7.0,797.0,0,1543.0,9803.0,0,1,24258.0,60,28759.0,Education,1
28,Male,Master,Single,0,109771.0,Salaried,0.0,675.0,2,3883.0,942.0,0,1,311948.0,60,683463.0,Car,0
56,Female,Bachelor,Single,1,44245.0,Business Owner,8.0,706.0,4,1684.0,565.0,0,1,59176.0,60,105661.0,Education,1
41,Male,Bachelor,Single,3,34359.0,Salaried,5.0,752.0,0,2354.0,85.0,0,0,74305.0,24,117329.0,Education,0
21,Male,High School,Divorced,2,24455.0,Salaried,5.0,,2,2176.0,8245.0,0,1,34269.0,36,47955.0,Home,0
36,Female,Bachelor,Married,1,21861.0,Freelancer,7.0,752.0,2,1204.0,1981.0,0,0,59308.0,48,145034.0,Education,0
28,Male,Master,Single,1,40682.0,Freelancer,2.0,731.0,1,2060.0,363.0,0,0,31565.0,24,53732.0,Home,0
43,Female,High School,Divorced,2,109102.0,Self-Employed,5.0,797.0,2,4386.0,4505.0,0,1,300434.0,240,554378.0,Home,1
27,Female,Bachelor,Married,1,31105.0,Business Owner,0.0,796.0,2,1638.0,3503.0,2,0,64209.0,24,159017.0,Personal,0
33,Male,PhD,Divorced,4,101086.0,Salaried,6.0,685.0,0,4159.0,14095.0,2,1,292265.0,36,,Business,0
40,Male,Master,Single,0,,Business Owner,8.0,740.0,2,2024.0,12043.0,0,1,80769.0,120,126533.0,Car,1
43,Female,Master,Married,0,,Freelancer,4.0,683.0,3,958.0,116.0,3,0,40006.0,360,73399.0,Personal,0
22,Female,High School,Married,0,32888.0,Salaried,0.0,691.0,3,1107.0,,0,0,45942.0,24,73180.0,Education,0
31,Female,Bachelor,Married,1,21960.0,Freelancer,2.0,589.0,1,,99.0,0,0,29042.0,48,,Business,0
30,Female,Master,Married,2,27159.0,Salaried,5.0,662.0,3,1738.0,6703.0,1,0,21953.0,36,43252.0,Business,0
28,Male,Master,Married,1,31480.0,Salaried,,536.0,0,1233.0,6552.0,0,1,41498.0,60,102210.0,Personal,0
52,Female,Bachelor,Married,0,16083.0,Business Owner,17.0,669.0,3,,33405.0,0,0,32532.0,48,68235.0,Business,1
39,Male,Master,Married,1,104443.0,Salaried,13.0,785.0,2,4310.0,3291.0,1,1,74262.0,60,,Home,1
22,Male,Bachelor,Single,1,54475.0,Salaried,0.0,742.0,2,2792.0,1029.0,0,0,52562.0,12,60188.0,Home,0
44,Male,High School,Single,1,34782.0,Salaried,7.0,688.0,0,1860.0,,2,1,92167.0,240,136313.0,Education,0
56,Male,Master,Single,2,54768.0,Salaried,9.0,663.0,2,,4030.0,2,0,39881.0,12,56673.0,Personal,0
45,Female,Master,Married,3,27439.0,Business Owner,14.0,636.0,1,2269.0,43723.0,3,0,30271.0,60,34838.0,Home,0
21,Male,Bachelor,Married,2,12893.0,Business Owner,0.0,606.0,0,1449.0,89.0,0,0,6569.0,240,15159.0,Car,0
30,Male,Master,Married,1,214989.0,Self-Employed,8.0,,2,6035.0,4198.0,1,1,493831.0,24,1096230.0,Car,0
47,Male,Bachelor,Married,0,53895.0,Salaried,7.0,557.0,1,2614.0,634.0,3,1,141587.0,120,309414.0,Business,0
27,Female,Bachelor,Married,2,31038.0,Self-Employed,0.0,555.0,0,1899.0,3432.0,0,0,83766.0,36,105951.0,Personal,0
39,Female,Master,Married,2,15843.0,Salaried,2.0,752.0,2,1208.0,455.0,1,0,43576.0,36,,Personal,0
42,Male,Master,Single,2,23223.0,Salaried,3.0,696.0,0,1382.0,2566.0,0,1,35045.0,12,62766.0,Home,0
25,Male,Bachelor,Single,1,112111.0,Salaried,1.0,683.0,0,4836.0,16910.0,3,0,212872.0,48,408461.0,Education,0
34,Male,High School,Married,2,103877.0,Salaried,1.0,696.0,1,3433.0,13629.0,0,1,227945.0,240,497125.0,Home,1
21,Female,High School,Married,2,60723.0,Self-Employed,0.0,840.0,2,2703.0,3190.0,0,0,169210.0,180,193047.0,Home,1
24,Female,Master,Married,1,23859.0,Business Owner,3.0,684.0,2,,3943.0,0,0,59435.0,60,76472.0,Personal,0
32,Male,Bachelor,Married,3,104295.0,Freelancer,0.0,703.0,1,5930.0,7889.0,0,0,179670.0,240,255472.0,Personal,0
22,Female,Master,Married,2,,Freelancer,0.0,844.0,1,2687.0,1520.0,1,1,92573.0,240,157918.0,Education,1
51,Male,PhD,Married,2,68013.0,Salaried,6.0,674.0,2,2928.0,1848.0,0,1,91190.0,60,171308.0,Personal,1
21,Female,Master,Divorced,4,52081.0,Business Owner,0.0,818.0,5,3065.0,,0,0,27558.0,48,40173.0,Car,0
30,Male,Bachelor,Single,1,23075.0,Business Owner,4.0,511.0,1,1296.0,12237.0,0,0,19866.0,240,23135.0,Home,1
36,Male,Master,Married,3,26927.0,Business Owner,9.0,587.0,2,1988.0,1623.0,1,1,35788.0,48,63019.0,Personal,0
49,Male,Bachelor,Married,3,37982.0,Salaried,11.0,,0,2184.0,2549.0,0,1,76524.0,36,83349.0,Car,0
21,Male,High School,Divorced,5,67630.0,Self-Employed,2.0,726.0,2,4039.0,3446.0,2,0,154540.0,60,238837.0,Business,0
46,Female,High School,Single,0,,Self-Employed,5.0,821.0,0,976.0,263.0,0,1,56989.0,24,60762.0,Personal,0
35,Male,Bachelor,Married,1,44906.0,Salaried,7.0,632.0,0,2406.0,,0,0,84705.0,36,112505.0,Education,0
25,Female,PhD,Single,0,38146.0,Business Owner,3.0,758.0,2,1616.0,3716.0,0,0,56660.0,240,66021.0,Home,0
39,Female,High School,Married,1,61935.0,Salaried,10.0,850.0,1,2580.0,921.0,1,0,138022.0,48,230432.0,Car,0
36,Male,High School,Single,1,68688.0,Salaried,12.0,805.0,1,2231.0,,0,1,101634.0,60,137515.0,Car,1
28,Male,PhD,Single,3,29580.0,Self-Employed,3.0,647.0,2,1655.0,1686.0,1,0,22811.0,60,24683.0,Business,0
35,Male,High School,Married,2,101047.0,Salaried,5.0,749.0,1,5710.0,27504.0,1,0,51562.0,60,74621.0,Home,0
31,Female,Master,Single,1,23291.0,Business Owner,2.0,707.0,3,1055.0,4402.0,0,0,52893.0,36,123717.0,Education,0
36,Male,Bachelor,Single,0,84636.0,Salaried,2.0,627.0,2,3587.0,12644.0,0,0,232557.0,360,526415.0,Car,1
41,Male,High School,Single,2,37232.0,Salaried,6.0,714.0,2,2307.0,552.0,0,0,81731.0,120,189962.0,Personal,0
50,Male,PhD,Single,1,53207.0,Self-Employed,7.0,642.0,0,2729.0,130.0,3,0,30268.0,120,48047.0,Personal,0
22,Female,High School,Divorced,1,46652.0,Salaried,2.0,689.0,1,1811.0,17558.0,0,1,48913.0,240,113391.0,Car,1
56,Male,Bachelor,Married,2,54114.0,Freelancer,24.0,,1,2681.0,3499.0,1,1,155086.0,120,376433.0,Home,0
21,Male,Bachelor,Married,2,68682.0,Freelancer,0.0,538.0,3,3185.0,3333.0,0,0,156199.0,24,380667.0,Home,0
33,Male,High School,Married,4,59619.0,Self-Employed,5.0,657.0,2,3334.0,2395.0,0,1,139726.0,48,165761.0,Personal,0
40,Male,High School,Divorced,0,72535.0,Business Owner,3.0,,1,2897.0,9351.0,0,1,182484.0,48,407904.0,Personal,1
37,Female,High School,Married,1,52564.0,Self-Employed,,589.0,0,2392.0,17986.0,0,1,146204.0,120,220005.0,Car,0
28,Male,High School,Married,3,26049.0,Self-Employed,3.0,,3,1981.0,652.0,0,0,41626.0,180,69707.0,Car,0
32,Female,Master,Married,2,47685.0,Business Owner,3.0,683.0,2,2365.0,239.0,2,1,75120.0,60,148991.0,Home,0
30,Female,Bachelor,Married,1,31430.0,Self-Employed,7.0,732.0,2,1201.0,26068.0,1,0,17529.0,48,37450.0,Personal,0
29,Female,Bachelor,Married,0,23929.0,Salaried,3.0,755.0,1,819.0,,0,1,68027.0,240,159843.0,Home,0
43,Female,Bachelor,Single,1,36046.0,Salaried,5.0,787.0,3,1634.0,4049.0,0,1,29784.0,60,72575.0,Personal,1
38,Male,PhD,Single,2,53724.0,Freelancer,,728.0,2,3324.0,61.0,0,0,87391.0,240,188325.0,Education,1
28,Male,PhD,Married,4,55538.0,Business Owner,2.0,656.0,1,3098.0,4800.0,3,0,111082.0,360,151111.0,Personal,0
43,Female,Master,Married,1,70650.0,Self-Employed,6.0,695.0,4,2653.0,208.0,2,0,210840.0,48,371627.0,Education,0
38,Male,Master,Single,1,94245.0,Salaried,7.0,850.0,2,4761.0,3449.0,1,0,141198.0,36,214413.0,Home,1
43,Female,Bachelor,Married,3,49297.0,Self-Employed,3.0,758.0,0,2299.0,8046.0,3,0,107062.0,48,245988.0,Education,0
41,Male,Bachelor,Married,1,63484.0,Freelancer,10.0,685.0,0,2102.0,5895.0,0,0,182941.0,24,318854.0,Business,0
26,Female,Bachelor,Married,0,43701.0,Salaried,2.0,667.0,0,1919.0,,1,1,84285.0,48,192576.0,Personal,0
29,Female,Bachelor,Single,0,61150.0,Business Owner,0.0,632.0,0,1601.0,1557.0,0,1,112262.0,60,276317.0,Home,0
42,Male,Bachelor,Single,1,62535.0,Business Owner,12.0,585.0,1,2693.0,909.0,1,0,120854.0,36,172996.0,Home,0
41,Male,Bachelor,Married,1,47703.0,Self-Employed,3.0,816.0,1,2679.0,1629.0,0,0,121387.0,36,126708.0,Business,0
34,Female,PhD,Married,2,122207.0,Salaried,3.0,718.0,3,6779.0,6746.0,1,1,74109.0,48,97933.0,Personal,0
36,Female,Master,Single,0,,Self-Employed,,578.0,0,990.0,765.0,0,1,76112.0,24,149150.0,Personal,0
47,Male,Bachelor,Married,0,101440.0,Salaried,8.0,669.0,0,3287.0,4993.0,3,0,94404.0,60,,Business,0
29,Female,Master,Married,2,21169.0,Self-Employed,0.0,781.0,1,1792.0,1241.0,0,0,51188.0,120,108652.0,Car,0
40,Male,Bachelor,Married,1,73630.0,Salaried,7.0,644.0,2,2659.0,6258.0,0,0,184085.0,60,405805.0,Business,0
32,Male,High School,Divorced,0,,Self-Employed,5.0,614.0,0,2892.0,146474.0,1,1,207648.0,36,495640.0,Home,0
32,Female,Bachelor,Divorced,2,16056.0,Salaried,9.0,708.0,1,1034.0,215.0,0,0,25654.0,240,34288.0,Car,0
45,Female,Bachelor,Married,3,,Freelancer,3.0,732.0,1,2540.0,7352.0,0,0,104124.0,24,111940.0,Car,0
43,Female,High School,Single,1,59586.0,Freelancer,3.0,644.0,3,3126.0,3582.0,0,0,32631.0,12,48703.0,Home,0
43,Female,Master,Single,0,47262.0,Business Owner,,632.0,3,,41973.0,0,1,100282.0,24,228712.0,Home,0
48,Male,Bachelor,Single,0,59223.0,Salaried,19.0,716.0,1,1978.0,930.0,0,0,64009.0,180,133889.0,Personal,1
35,Female,Bachelor,Single,1,44604.0,Salaried,7.0,590.0,0,2212.0,1822.0,1,0,95947.0,180,100699.0,Car,0
41,Male,High School,Married,1,28364.0,Salaried,10.0,636.0,2,1281.0,943.0,0,0,23951.0,180,29507.0,Education,1
31,Male,High School,Divorced,1,160175.0,Salaried,,670.0,2,7274.0,422.0,1,1,151990.0,48,363949.0,Education,0
38,Male,Master,Divorced,2,38109.0,Salaried,5.0,739.0,1,1562.0,2195.0,0,0,62098.0,240,,Home,1
33,Male,Bachelor,Married,1,60905.0,Self-Employed,6.0,,2,2742.0,4193.0,0,0,111143.0,240,217857.0,Business,0
35,Male,PhD,Married,1,,Self-Employed,10.0,725.0,1,1845.0,788.0,0,0,54657.0,240,62384.0,Home,0
40,Male,PhD,Single,2,15710.0,Salaried,11.0,773.0,2,1352.0,39.0,3,1,31855.0,180,59415.0,Home,0
26,Male,Bachelor,Single,2,30876.0,Salaried,2.0,639.0,0,1569.0,6750.0,0,0,19564.0,240,44394.0,Home,1
55,Male,Bachelor,Single,0,,Self-Employed,10.0,850.0,0,1032.0,17879.0,0,0,23372.0,120,55009.0,Education,1
24,Female,Master,Married,3,71916.0,Salaried,0.0,793.0,4,3633.0,26953.0,0,1,36617.0,360,61364.0,Home,1
22,Male,PhD,Single,1,36191.0,Business Owner,1.0,701.0,0,1410.0,2186.0,1,0,69311.0,120,130326.0,Personal,0
46,Male,Bachelor,Divorced,0,37909.0,Salaried,14.0,665.0,2,1888.0,1769.0,1,1,84409.0,36,176811.0,Home,0
42,Female,Master,Married,1,24472.0,Salaried,11.0,635.0,1,1402.0,8926.0,2,1,41823.0,36,66852.0,Business,0
41,Female,Master,Single,1,,Salaried,5.0,812.0,1,1362.0,15612.0,2,0,72194.0,48,103838.0,Personal,0
41,Female,Bachelor,Single,1,29122.0,Salaried,11.0,696.0,2,1455.0,2232.0,0,0,45556.0,180,51638.0,Business,1
34,Male,Bachelor,Married,2,,Business Owner,4.0,564.0,3,3128.0,5180.0,0,0,107881.0,24,139505.0,Education,0
26,Female,Master,Divorced,2,48460.0,Salaried,0.0,543.0,0,2111.0,7403.0,0,1,95500.0,36,236268.0,Education,0
35,Male,Master,Married,4,36830.0,Freelancer,5.0,688.0,1,1920.0,2822.0,1,1,18980.0,24,43782.0,Business,0
28,Male,High School,Single,3,74990.0,Salaried,5.0,690.0,4,4132.0,32296.0,0,0,149131.0,36,226626.0,Home,0
44,Male,Bachelor,Married,3,,Self-Employed,8.0,606.0,1,2973.0,6617.0,0,1,84880.0,36,190590.0,Education,0
33,Female,High School,Single,0,42117.0,Business Owner,,558.0,1,1793.0,7029.0,0,0,86920.0,60,186632.0,Home,0
26,Male,High School,Divorced,2,,Freelancer,2.0,522.0,2,1592.0,3688.0,1,0,62190.0,48,152444.0,Business,0
31,Male,PhD,Married,1,47309.0,Salaried,4.0,619.0,2,2525.0,2380.0,0,0,121669.0,24,,Education,0
39,Male,High School,Married,1,57570.0,Freelancer,9.0,650.0,4,,49546.0,0,0,144947.0,36,270834.0,Home,0
29,Female,High School,Married,1,81167.0,Self-Employed,3.0,735.0,1,3709.0,4113.0,0,0,124081.0,60,254511.0,Home,0
26,Female,Bachelor,Married,0,28610.0,Salaried,0.0,669.0,0,1014.0,1260.0,0,0,42196.0,24,,Business,0
37,Male,Bachelor,Single,0,,Self-Employed,7.0,765.0,3,7612.0,6038.0,1,0,155761.0,180,343299.0,Home,1
37,Female,Bachelor,Single,2,55045.0,Business Owner,4.0,728.0,1,2600.0,46578.0,1,1,31882.0,24,45112.0,Home,1
29,Male,High School,Married,0,22932.0,Salaried,1.0,721.0,2,868.0,107.0,0,0,40426.0,36,83089.0,Education,0
30,Female,High School,Divorced,0,,Freelancer,,758.0,2,,628.0,2,0,80191.0,240,177586.0,Business,0
37,Male,High School,Married,2,99757.0,Salaried,13.0,569.0,0,4491.0,16808.0,0,1,237464.0,60,421220.0,Home,0
21,Female,Bachelor,Single,0,77582.0,Salaried,,637.0,2,2175.0,7599.0,0,1,144977.0,360,253936.0,Personal,1
21,Male,Bachelor,Divorced,2,49466.0,Business Owner,0.0,850.0,0,2631.0,4135.0,0,0,61590.0,36,102347.0,Car,1
27,Female,PhD,Single,3,,Self-Employed,2.0,527.0,1,2639.0,5014.0,0,0,36137.0,24,47401.0,Home,0
32,Male,Bachelor,Single,2,27383.0,Salaried,0.0,656.0,1,2143.0,8876.0,3,0,31750.0,24,71444.0,Personal,0
38,Male,High School,Single,1,94913.0,Self-Employed,8.0,718.0,2,4386.0,7762.0,0,1,174223.0,360,305478.0,Car,1
49,Male,Master,Married,1,29915.0,Freelancer,10.0,529.0,1,,2296.0,0,1,61629.0,120,74076.0,Car,0
43,Male,Bachelor,Married,0,74784.0,Self-Employed,10.0,,4,2927.0,,0,1,105806.0,48,250902.0,Personal,1
33,Male,Master,Married,1,96376.0,Salaried,4.0,839.0,1,4690.0,,0,0,73464.0,48,166559.0,Personal,1
34,Female,Bachelor,Married,0,,Salaried,7.0,693.0,1,2064.0,7400.0,0,0,49398.0,180,80725.0,Personal,1
24,Male,Bachelor,Single,1,79523.0,Business Owner,1.0,634.0,1,2581.0,94.0,0,0,90860.0,120,197410.0,Car,0
34,Female,Master,Married,1,104956.0,Self-Employed,7.0,696.0,1,4895.0,3158.0,0,0,192885.0,48,240971.0,Education,0
32,Female,PhD,Single,1,47641.0,Freelancer,8.0,633.0,1,2586.0,969.0,0,1,36125.0,120,88788.0,Business,0
38,Female,Bachelor,Married,1,38170.0,Freelancer,4.0,817.0,1,1631.0,,0,0,46587.0,48,52541.0,Business,1
26,Female,Bachelor,Married,0,40297.0,Salaried,2.0,600.0,5,2010.0,1377.0,0,0,54763.0,60,127192.0,Car,0
40,Female,Bachelor,Married,2,28738.0,Self-Employed,6.0,638.0,1,2292.0,941.0,0,1,52247.0,240,130452.0,Home,0
50,Male,PhD,Married,0,33429.0,Salaried,8.0,560.0,1,1384.0,7283.0,0,1,41679.0,24,59803.0,Home,0
33,Female,PhD,Married,1,51983.0,Salaried,2.0,656.0,1,2819.0,969.0,0,1,45465.0,48,100831.0,Business,1
39,Male,High School,Single,2,45162.0,Salaried,8.0,666.0,0,1949.0,10828.0,2,1,25457.0,24,60354.0,Home,0
41,Female,High School,Divorced,2,,Freelancer,12.0,775.0,3,2998.0,8987.0,2,0,45771.0,12,111169.0,Car,0
30,Female,Bachelor,Single,1,19781.0,Salaried,1.0,598.0,3,1022.0,234.0,1,0,50675.0,360,105459.0,Personal,0
37,Male,High School,Single,2,46802.0,Salaried,8.0,718.0,1,2167.0,308.0,0,1,64385.0,60,124269.0,Personal,1
35,Male,Bachelor,Married,0,82047.0,Salaried,9.0,686.0,3,3765.0,3038.0,1,1,151577.0,360,,Car,1
35,Male,High School,Married,0,28016.0,Salaried,8.0,528.0,0,1323.0,9130.0,0,0,48329.0,240,82343.0,Personal,0
27,Female,Bachelor,Single,0,42013.0,Self-Employed,3.0,621.0,2,1786.0,3834.0,2,0,50023.0,360,79608.0,Home,0
35,Female,PhD,Divorced,0,16484.0,Freelancer,9.0,618.0,2,422.0,14502.0,0,0,43001.0,360,44416.0,Business,0
39,Male,PhD,Divorced,1,25521.0,Salaried,12.0,814.0,0,1395.0,175.0,0,0,72647.0,240,103761.0,Business,1
49,Female,Bachelor,Married,1,62399.0,Salaried,17.0,723.0,3,3275.0,535.0,0,0,64331.0,180,136056.0,Business,1
44,Female,Bachelor,Married,0,35697.0,Freelancer,19.0,691.0,1,1379.0,378.0,0,0,89905.0,180,130932.0,Education,0
56,Male,Master,Married,0,121909.0,Self-Employed,15.0,336.0,2,5896.0,20308.0,0,0,291298.0,360,305958.0,Home,0
27,Male,High School,Single,0,60853.0,Freelancer,2.0,527.0,1,2886.0,9740.0,1,0,157954.0,360,340477.0,Education,0
43,Female,Master,Married,0,54327.0,Salaried,11.0,738.0,1,2077.0,6634.0,0,0,82694.0,360,182966.0,Car,1
36,Female,Bachelor,Divorced,2,24324.0,Freelancer,8.0,742.0,3,1411.0,2154.0,0,0,53893.0,60,56090.0,Car,0
56,Female,High School,Divorced,1,34369.0,Self-Employed,13.0,620.0,0,1389.0,18322.0,0,0,33510.0,240,75530.0,Home,1
26,Male,Bachelor,Divorced,2,33985.0,Self-Employed,,682.0,0,2284.0,,0,1,99246.0,60,217878.0,Business,0
26,Male,High School,Single,1,28775.0,Salaried,1.0,676.0,3,1140.0,9221.0,0,0,66376.0,60,128202.0,Business,0
29,Male,Master,Single,3,,Salaried,6.0,693.0,0,3882.0,119691.0,0,0,47228.0,240,50380.0,Car,1
21,Male,Bachelor,Single,3,75527.0,Freelancer,0.0,650.0,1,4580.0,1619.0,0,0,203543.0,240,491758.0,Business,0
29,Male,Bachelor,Married,1,59842.0,Salaried,5.0,745.0,0,2485.0,1725.0,1,0,173403.0,240,199482.0,Home,0
27,Female,High School,Single,1,27541.0,Salaried,4.0,768.0,1,1103.0,90.0,2,0,36742.0,240,76389.0,Personal,0
36,Male,Master,Married,2,57835.0,Self-Employed,5.0,603.0,1,3352.0,9395.0,0,0,106835.0,48,229244.0,Education,0
38,Female,Bachelor,Married,1,16012.0,Self-Employed,13.0,584.0,3,1091.0,569.0,0,0,47712.0,60,115493.0,Car,0
53,Male,Bachelor,Married,1,94987.0,Self-Employed,11.0,616.0,2,3403.0,4866.0,1,1,154578.0,36,374285.0,Business,0
44,Female,Bachelor,Married,0,21772.0,Self-Employed,0.0,683.0,3,889.0,25810.0,0,0,47121.0,60,66829.0,Education,0
29,Male,Bachelor,Married,1,27994.0,Self-Employed,0.0,708.0,1,1665.0,4124.0,0,0,45661.0,360,61551.0,Personal,1
26,Male,High School,Single,4,51929.0,Self-Employed,0.0,743.0,3,3072.0,,0,0,35787.0,240,57849.0,Home,1
39,Male,Master,Single,1,54289.0,Business Owner,4.0,757.0,1,2632.0,1767.0,1,0,96304.0,48,231428.0,Home,0
21,Female,High School,Married,3,40179.0,Self-Employed,0.0,,0,2628.0,788.0,0,0,103134.0,120,215135.0,Home,0
53,Female,High School,Married,3,23918.0,Self-Employed,17.0,698.0,1,2057.0,,2,1,14441.0,36,34195.0,Business,0
46,Male,Master,Married,1,86394.0,Salaried,16.0,,2,4509.0,6612.0,0,0,138445.0,36,183640.0,Education,1
30,Male,High School,Single,2,21099.0,Business Owner,5.0,680.0,0,1551.0,8789.0,0,0,53922.0,48,59422.0,Personal,0
21,Female,Bachelor,Single,0,19847.0,Salaried,,727.0,1,951.0,1952.0,2,1,27459.0,36,28479.0,Personal,0
48,Male,Bachelor,Married,2,,Self-Employed,8.0,705.0,1,2658.0,1870.0,2,0,136775.0,60,151394.0,Home,0
33,Male,Bachelor,Divorced,3,26052.0,Salaried,6.0,666.0,1,1751.0,2328.0,0,1,37983.0,48,85903.0,Home,0
47,Female,Master,Divorced,0,76787.0,Self-Employed,11.0,666.0,4,1975.0,918.0,0,0,188732.0,24,435631.0,Car,0
21,Female,Bachelor,Married,2,23118.0,Salaried,0.0,785.0,0,1418.0,709.0,1,0,25752.0,180,61179.0,Business,0
29,Male,Bachelor,Married,2,106778.0,Freelancer,3.0,672.0,1,4419.0,7183.0,0,0,142115.0,180,229201.0,Home,1
35,Male,Master,Married,3,82253.0,Salaried,7.0,651.0,3,3290.0,49338.0,1,0,189394.0,240,321753.0,Education,0
35,Female,Bachelor,Married,2,77265.0,Salaried,5.0,621.0,3,2988.0,16695.0,0,0,49649.0,180,63836.0,Personal,0
30,Male,Bachelor,Married,2,125939.0,Freelancer,,713.0,0,,10694.0,0,0,92496.0,36,153699.0,Home,1
41,Male,Bachelor,Divorced,1,51052.0,Salaried,3.0,639.0,2,1970.0,6322.0,0,0,59574.0,120,,Car,0
24,Female,Bachelor,Married,3,25109.0,Salaried,1.0,706.0,2,1946.0,8408.0,0,1,28297.0,360,54519.0,Education,1
33,Female,PhD,Divorced,3,39575.0,Self-Employed,3.0,694.0,2,2516.0,2101.0,0,1,26321.0,240,26962.0,Home,1
36,Male,Master,Single,0,36925.0,Business Owner,9.0,645.0,4,1379.0,8790.0,0,0,108179.0,48,177677.0,Personal,0
40,Female,High School,Married,2,29228.0,Salaried,,568.0,1,2030.0,934.0,2,1,36061.0,120,89326.0,Personal,0
42,Female,High School,Married,0,44932.0,Salaried,3.0,597.0,0,2154.0,4242.0,0,0,103627.0,12,258201.0,Education,0
23,Male,High School,Single,0,,Self-Employed,1.0,610.0,3,2000.0,12555.0,3,0,62188.0,36,,Home,0
21,Female,High School,Married,2,28606.0,Salaried,3.0,599.0,1,2209.0,,0,1,85171.0,48,123353.0,Home,0
47,Male,High School,Single,1,43360.0,Salaried,4.0,716.0,1,1939.0,182.0,2,1,36895.0,48,47897.0,Personal,0
38,Male,Bachelor,Married,2,,Freelancer,8.0,850.0,1,2686.0,5394.0,0,0,92613.0,240,97664.0,Car,1
27,Female,Master,Married,1,67217.0,Salaried,6.0,639.0,2,3586.0,11813.0,0,0,106153.0,360,172773.0,Education,0
50,Male,Master,Single,1,21994.0,Freelancer,10.0,649.0,1,1346.0,644.0,0,1,50438.0,60,85288.0,Business,1
36,Male,High School,Married,2,,Self-Employed,8.0,633.0,1,2574.0,10530.0,0,1,73298.0,48,82136.0,Education,0
46,Male,Bachelor,Married,1,45676.0,Business Owner,11.0,748.0,4,2335.0,571.0,0,0,108516.0,24,249778.0,Home,0
35,Male,Bachelor,Married,2,27139.0,Business Owner,,714.0,0,1817.0,426.0,1,1,70644.0,36,139560.0,Car,0
55,Female,Master,Married,2,39246.0,Self-Employed,12.0,678.0,3,1921.0,,0,0,47999.0,24,75354.0,Car,0
52,Female,Master,Divorced,0,44867.0,Self-Employed,9.0,582.0,3,1391.0,1501.0,0,0,112606.0,48,257034.0,Personal,0
32,Female,PhD,Married,2,54008.0,Freelancer,8.0,602.0,2,2343.0,124.0,3,1,93371.0,180,151071.0,Car,0
44,Male,Bachelor,Married,2,50948.0,Salaried,11.0,694.0,1,3177.0,17669.0,0,1,35222.0,12,80028.0,Personal,1
41,Male,Master,Single,2,31556.0,Salaried,2.0,697.0,1,2202.0,33879.0,0,1,39210.0,240,68361.0,Education,1
48,Male,High School,Divorced,2,,Business Owner,11.0,678.0,1,5277.0,1919.0,0,1,336118.0,180,656459.0,Education,1
25,Male,Bachelor,Single,3,74203.0,Salaried,1.0,733.0,1,2613.0,3215.0,0,0,109248.0,48,127111.0,Personal,0
